product_name;brand;product_type;unit;unit_purchase;price_per_unit;total_price;currency;date;delivery;store_location;type_store;customer_name;cashier_name
Shower;American Standard;Sanitary;Set;20;200000;4000000;IDR;06/12/2021 15:33;Delivery;Denpasar;Branch;Asep Tanuwijaya;Ilyas Jabar
Wall Paint;Dulux;Paint;Can;9;120000;1080000;IDR;28/10/2021 14:30;Pickup;Denpasar;Branch;Nina Wijaya;Permata Qaila
Wooden Beam;Unbranded;Wood;Piece;50;40000;2000000;IDR;22/01/2021 16:50;Delivery;Bandung;Branch;Syifa Thalib;Anwar Arif Akhtar
Door Frame (Wood);Unbranded;Door Frame;Piece;49;250000;12250000;IDR;22/04/2020 11:31;Delivery;Tasikmalaya;Head Office;Ayu Tanuwijaya;Atyla Azfa
Gypsum Board;Jayaboard;Ceiling;Sheet;39;60000;2340000;IDR;13/11/2024 17:23;Pickup;Medan;Branch;Aleena Kusuma;Kezia Karen
Tiga Roda 50 kg;Tiga Roda;Cement;Sack;33;76000;2508000;IDR;16/09/2021 14:40;Delivery;Jayapura;Branch;Syifa Thalib;Latifa Laila
Rebar 10mm;Gunung Steel;Steel;Meter;41;25000;1025000;IDR;26/10/2020 12:50;Pickup;Surabaya;Branch;Budi Ubaid;Agus Cahyadi
Plastering Float;Lippro;Tool;Piece;22;30000;660000;IDR;23/10/2023 17:04;Pickup;Tasikmalaya;Head Office;Erna Jayawardana;Al Harits
Holcim 40 kg;Holcim;Cement;Sack;10;56000;560000;IDR;30/06/2021 17:31;Pickup;Jakarta;Branch;Hendra Ubaid;Ahmad Adam
Gypsum Board;Jayaboard;Ceiling;Sheet;33;60000;1980000;IDR;20/06/2022 9:16;Pickup;Tasikmalaya;Head Office;Aleena Malaka;Atyla Azfa
Water Faucet;Wasser;Sanitary;Piece;41;75000;3075000;IDR;02/03/2021 11:02;Pickup;Tasikmalaya;Head Office;Asep Pahlevi;Al Harits
GRC Board;KalsiBoard;Ceiling;Sheet;40;70000;2800000;IDR;05/07/2021 17:45;Pickup;Bandung;Branch;Saiful Wijaya;Asep Aziz
Wall Paint;Dulux;Paint;Can;27;120000;3240000;IDR;30/06/2022 8:29;Delivery;Tasikmalaya;Head Office;Nina Jayawardana;Ayu Putri Avicenna
Rebar 6mm;Krakatau Steel;Steel;Meter;19;15000;285000;IDR;28/09/2022 13:21;Pickup;Tasikmalaya;Head Office;Aleena Pahlevi;Naura Aliya Lestari
Ceiling Cornice / Profile List;Aplus;Ceiling;Meter;14;15000;210000;IDR;30/11/2024 13:24;Delivery;Bandung;Branch;Erna Syaiban;Harum Hafsa
Screwdriver Set;Tekiro;Tool;Set;40;40000;1600000;IDR;26/12/2022 11:03;Delivery;Bandung;Branch;Melania Wijaya;Anwar Arif Akhtar
Formwork Board (Shuttering);Unbranded;Wood;Piece;6;30000;180000;IDR;16/12/2023 14:54;Delivery;Bandung;Branch;Hendra Thalib;Asep Aziz
Hoe;Camel;Tool;Piece;30;80000;2400000;IDR;24/10/2020 14:32;Pickup;Tasikmalaya;Head Office;Kayla Malaka;Ayu Putri Avicenna
Steel Door;WINA;Door;Piece;38;700000;26600000;IDR;08/05/2020 17:42;Pickup;Tasikmalaya;Head Office;Melania Ubaid;Naura Aliya Lestari
PVC Door;Maspion;Door;Piece;27;350000;9450000;IDR;16/09/2024 10:10;Delivery;Tasikmalaya;Head Office;Asep Pahlevi;Al Harits
Lightweight Brick (AAC Block);Hebel;Brick;Piece;38;10000;380000;IDR;22/04/2020 11:05;Pickup;Medan;Branch;Ayu Wijaya;Ehsan Aziz
Measuring Tape;Stanley;Tool;Piece;19;30000;570000;IDR;27/12/2022 16:48;Delivery;Tasikmalaya;Head Office;Wawan Pahlevi;Ayu Putri Avicenna
Rebar 6mm;Krakatau Steel;Steel;Meter;33;15000;495000;IDR;21/01/2021 14:50;Pickup;Surabaya;Branch;Kayla Wijaya;Agus Cahyadi
PVC Door;Maspion;Door;Piece;50;350000;17500000;IDR;14/11/2020 14:41;Pickup;Bandung;Branch;Tono Pahlevi;Hera Harsha
Lightweight Steel Roof Frame;Taso;Roof Frame;Meter;12;45000;540000;IDR;11/09/2021 10:07;Pickup;Tasikmalaya;Head Office;Saiful Tanuwijaya;Atyla Azfa
Floor Drain;Onda;Sanitary;Piece;29;50000;1450000;IDR;30/05/2024 9:28;Delivery;Surabaya;Branch;Azahra Syaiban;Isabell Inaya
Water Faucet;Wasser;Sanitary;Piece;26;75000;1950000;IDR;21/03/2023 17:30;Delivery;Denpasar;Branch;Agung Thalib;Permata Qaila
Hand Saw;Tekiro;Tool;Piece;48;60000;2880000;IDR;20/04/2020 14:20;Pickup;Denpasar;Branch;Erna Ubaid;Permata Qaila
Wall Putty (Filler);Matex;Paint Accessory;Kg;35;20000;700000;IDR;11/09/2024 12:32;Delivery;Tasikmalaya;Head Office;Saiful Wijaya;Atyla Azfa
Gypsum Board;Jayaboard;Ceiling;Sheet;47;60000;2820000;IDR;08/03/2022 11:12;Pickup;Tasikmalaya;Head Office;Tono Malaka;Al Harits
Squat Toilet;INA;Sanitary;Piece;6;300000;1800000;IDR;05/06/2023 15:26;Delivery;Medan;Branch;Budi Syaiban;Kezia Karen
Wall Putty (Filler);Matex;Paint Accessory;Kg;49;20000;980000;IDR;29/04/2021 8:31;Delivery;Jakarta;Branch;Ferry Thalib;Ahmad Adam
PVC Pipe;Rucika;Plumbing;Meter;15;16000;240000;IDR;01/08/2024 14:29;Delivery;Jakarta;Branch;Ananda Shihab;Ahmad Adam
Rebar 10mm;Gunung Steel;Steel;Meter;36;25000;900000;IDR;15/05/2023 13:22;Delivery;Medan;Branch;Agus Thalib;Ehsan Aziz
Screwdriver Set;Tekiro;Tool;Set;17;40000;680000;IDR;13/02/2021 11:00;Delivery;Surabaya;Branch;Syifa Ubaid;Zahra Jasmine
Water Faucet;Wasser;Sanitary;Piece;40;75000;3000000;IDR;05/09/2024 15:56;Delivery;Bandung;Branch;Budi Shihab;Hera Harsha
Ceramic Tile;Roman;Tile;Box;25;75000;1875000;IDR;09/09/2021 17:21;Pickup;Jayapura;Branch;Asep Pahlevi;Faiz Fadlurrahman
Concrete Roof Tile;Monier;Roof Covering;Piece;38;3500;133000;IDR;05/01/2023 17:17;Pickup;Tasikmalaya;Head Office;Asep Syaiban;Atyla Azfa
Clay Roof Tile;Kanmuri;Roof Covering;Piece;24;2000;48000;IDR;04/04/2024 13:05;Pickup;Surabaya;Branch;Kayla Tanuwijaya;Zahra Jasmine
Gresik 50 kg;Gresik;Cement;Sack;8;70000;560000;IDR;28/01/2022 11:24;Delivery;Jakarta;Branch;Tono Wijaya;Fiona Gianna
Floor Drain;Onda;Sanitary;Piece;10;50000;500000;IDR;26/02/2020 9:26;Delivery;Jakarta;Branch;Ayu Thalib;Ahmad Adam
Plastering Float;Lippro;Tool;Piece;14;30000;420000;IDR;27/01/2024 13:36;Delivery;Jayapura;Branch;Erna Wijaya;Fauzi Ghaffar
Metal Roof Tile;Multi Roof;Roof Covering;Piece;9;5000;45000;IDR;21/08/2024 16:28;Delivery;Bandung;Branch;Kayla Pahlevi;Asep Aziz
Gresik 40 kg;Gresik;Cement;Sack;10;57000;570000;IDR;07/05/2022 11:28;Delivery;Jayapura;Branch;Maya Pahlevi;Latifa Laila
Timber Roof Frame;Unbranded;Roof Frame;Meter;36;30000;1080000;IDR;22/12/2021 17:52;Delivery;Jayapura;Branch;Kayla Shihab;Marshanda Maharani
Lightweight Steel Roof Frame;Taso;Roof Frame;Meter;17;45000;765000;IDR;25/07/2020 11:14;Delivery;Tasikmalaya;Head Office;Hendra Syaiban;Ayu Putri Avicenna
GRC Board;KalsiBoard;Ceiling;Sheet;37;70000;2590000;IDR;09/04/2022 9:25;Delivery;Denpasar;Branch;Nina Wijaya;Nina Octavia
Timber Beam (Kaso);Unbranded;Wood;Piece;4;25000;100000;IDR;21/12/2024 13:26;Delivery;Surabaya;Branch;Kayla Thalib;Isabell Inaya
Roof Batten (Reng);Unbranded;Wood;Piece;38;15000;570000;IDR;22/01/2024 13:47;Pickup;Jakarta;Branch;Ferry Pahlevi;Erinna Elsa Elizha
Lightweight Steel Roof Frame;Taso;Roof Frame;Meter;49;45000;2205000;IDR;08/10/2021 9:18;Delivery;Medan;Branch;Ananda Thalib;Kayla Kiki Lena
Roof Batten (Reng);Unbranded;Wood;Piece;26;15000;390000;IDR;27/05/2021 16:18;Delivery;Jayapura;Branch;Maya Malaka;Latifa Laila
Floor Drain;Onda;Sanitary;Piece;33;50000;1650000;IDR;13/01/2021 8:43;Delivery;Jakarta;Branch;Agus Shihab;Ahmad Adam
Wooden Beam;Unbranded;Wood;Piece;1;40000;40000;IDR;19/12/2023 14:26;Pickup;Jayapura;Branch;Ferry Shihab;Marshanda Maharani
Spandek / Galvalume Sheet;BlueScope;Roof Covering;Meter;22;90000;1980000;IDR;27/05/2022 13:41;Pickup;Medan;Branch;Wawan Wijaya;Kezia Karen
Paint Brush;Eterna;Paint Accessory;Piece;32;15000;480000;IDR;22/04/2021 12:49;Delivery;Jayapura;Branch;Azahra Shihab;Fauzi Ghaffar
Formwork Board (Shuttering);Unbranded;Wood;Piece;42;30000;1260000;IDR;21/04/2023 14:16;Pickup;Jakarta;Branch;Wawan Pahlevi;Ahmad Adam
Trowel;Lippro;Tool;Piece;25;25000;625000;IDR;07/10/2024 10:50;Pickup;Denpasar;Branch;Tono Malaka;Nina Octavia
Spirit Level;Krisbow;Tool;Piece;49;65000;3185000;IDR;07/12/2020 15:02;Delivery;Medan;Branch;Ferry Jayawardana;Chairil Dhaifullah
Door Frame (Wood);Unbranded;Door Frame;Piece;16;250000;4000000;IDR;06/10/2020 12:28;Delivery;Medan;Branch;Melania Kusuma;Ehsan Aziz
Wooden Door;Unbranded;Door;Piece;11;500000;5500000;IDR;07/09/2024 11:44;Pickup;Tasikmalaya;Head Office;Kayla Wijaya;Ayu Putri Avicenna
Hand Saw;Tekiro;Tool;Piece;18;60000;1080000;IDR;07/04/2020 17:24;Pickup;Bandung;Branch;Agus Thalib;Anwar Arif Akhtar
Tiga Roda 50 kg;Tiga Roda;Cement;Sack;15;76000;1140000;IDR;28/06/2023 8:48;Pickup;Bandung;Branch;Tono Shihab;Hera Harsha
Wooden Beam;Unbranded;Wood;Piece;32;40000;1280000;IDR;08/06/2024 14:18;Pickup;Jayapura;Branch;Ananda Ubaid;Fauzi Ghaffar
Granite Tile;Indogress;Tile;Box;23;150000;3450000;IDR;14/07/2022 14:38;Delivery;Medan;Branch;Kayla Wijaya;Kayla Kiki Lena
Holcim 50 kg;Holcim;Cement;Sack;10;68000;680000;IDR;11/08/2022 13:14;Pickup;Denpasar;Branch;Erna Shihab;Ilyas Jabar
PVC Door;Maspion;Door;Piece;40;350000;14000000;IDR;15/04/2023 11:38;Pickup;Surabaya;Branch;Budi Ubaid;Burhan Bakhtiar
Hoe;Camel;Tool;Piece;47;80000;3760000;IDR;22/08/2024 14:33;Pickup;Surabaya;Branch;Maya Syaiban;Agus Cahyadi
Power Outlet;Panasonic;Electrical;Piece;44;20000;880000;IDR;03/02/2023 14:50;Delivery;Medan;Branch;Hendra Malaka;Kezia Karen
Lightweight Steel Roof Frame;Taso;Roof Frame;Meter;44;45000;1980000;IDR;05/05/2022 15:51;Delivery;Surabaya;Branch;Hendra Thalib;Isabell Inaya
Power Outlet;Panasonic;Electrical;Piece;12;20000;240000;IDR;29/06/2021 14:24;Delivery;Tasikmalaya;Head Office;Agus Malaka;Al Harits
Timber Beam (Kaso);Unbranded;Wood;Piece;41;25000;1025000;IDR;29/05/2023 12:10;Pickup;Tasikmalaya;Head Office;Saiful Malaka;Naura Aliya Lestari
Paint Roller;Ace Oldfields;Paint Accessory;Piece;32;25000;800000;IDR;11/11/2020 10:28;Delivery;Jayapura;Branch;Agung Ubaid;Latifa Laila
Wall Paint;Dulux;Paint;Can;7;120000;840000;IDR;24/09/2024 12:29;Pickup;Bandung;Branch;Maya Shihab;Anwar Arif Akhtar
Concrete Sand;Unbranded;Sand;Cubic Meter;43;300000;12900000;IDR;01/02/2023 10:26;Pickup;Tasikmalaya;Head Office;Melania Thalib;Al Harits
Concrete Roof Tile;Monier;Roof Covering;Piece;14;3500;49000;IDR;06/11/2020 16:54;Pickup;Medan;Branch;Ayu Ubaid;Kezia Karen
Tiga Roda 40 kg;Tiga Roda;Cement;Sack;4;64000;256000;IDR;27/06/2023 16:13;Pickup;Surabaya;Branch;Saiful Wijaya;Zahra Jasmine
Granite Tile;Indogress;Tile;Box;49;150000;7350000;IDR;27/11/2024 10:48;Pickup;Surabaya;Branch;Saiful Syaiban;Isabell Inaya
Wooden Door;Unbranded;Door;Piece;44;500000;22000000;IDR;12/01/2024 16:48;Pickup;Medan;Branch;Syifa Shihab;Ehsan Aziz
Concrete Sand;Unbranded;Sand;Cubic Meter;10;300000;3000000;IDR;01/04/2021 14:24;Delivery;Surabaya;Branch;Agus Shihab;Agus Cahyadi
Squat Toilet;INA;Sanitary;Piece;44;300000;13200000;IDR;02/04/2020 17:19;Delivery;Tasikmalaya;Head Office;Saiful Shihab;Naura Aliya Lestari
Trowel;Lippro;Tool;Piece;21;25000;525000;IDR;18/12/2023 10:31;Pickup;Jayapura;Branch;Melania Wijaya;Faiz Fadlurrahman
Hammer;Lippro;Tool;Piece;47;50000;2350000;IDR;22/02/2022 11:43;Pickup;Bandung;Branch;Ananda Thalib;Harum Hafsa
Crushed Stone / Gravel;Unbranded;Stone;Cubic Meter;48;350000;16800000;IDR;14/04/2023 15:10;Delivery;Denpasar;Branch;Aleena Wijaya;Permata Qaila
PVC Door;Maspion;Door;Piece;29;350000;10150000;IDR;19/04/2023 9:53;Pickup;Denpasar;Branch;Agung Tanuwijaya;Nina Octavia
Lightweight Steel Roof Frame;Taso;Roof Frame;Meter;50;45000;2250000;IDR;26/02/2022 13:13;Delivery;Jakarta;Branch;Erna Malaka;Muhammad Fikru
Tiga Roda 40 kg;Tiga Roda;Cement;Sack;34;64000;2176000;IDR;11/06/2020 10:30;Pickup;Jayapura;Branch;Hendra Syaiban;Latifa Laila
Pliers;Tekiro;Tool;Piece;28;35000;980000;IDR;07/06/2023 11:15;Delivery;Surabaya;Branch;Nina Ubaid;Burhan Bakhtiar
Shovel;Camel;Tool;Piece;12;75000;900000;IDR;14/12/2020 14:54;Pickup;Medan;Branch;Maya Shihab;Kayla Kiki Lena
Holcim 40 kg;Holcim;Cement;Sack;29;56000;1624000;IDR;05/07/2021 15:11;Pickup;Jayapura;Branch;Kayla Ubaid;Marshanda Maharani
PVC Pipe;Rucika;Plumbing;Meter;4;16000;64000;IDR;28/08/2023 8:30;Delivery;Tasikmalaya;Head Office;Saiful Pahlevi;Atyla Azfa
Gresik 40 kg;Gresik;Cement;Sack;26;57000;1482000;IDR;17/08/2021 16:12;Delivery;Surabaya;Branch;Ferry Wijaya;Zahra Jasmine
GRC Board;KalsiBoard;Ceiling;Sheet;16;70000;1120000;IDR;19/11/2022 14:12;Pickup;Surabaya;Branch;Melania Malaka;Agus Cahyadi
Lamp Bulb;Philips;Electrical;Piece;13;15000;195000;IDR;29/09/2020 9:09;Pickup;Jakarta;Branch;Agus Shihab;Erinna Elsa Elizha
PVC Pipe;Rucika;Plumbing;Meter;13;16000;208000;IDR;28/05/2024 14:45;Pickup;Jakarta;Branch;Asep Shihab;Ahmad Adam
Skim Coat (Wall Putty);Drymix;Mortar;Sack;12;55000;660000;IDR;24/06/2024 8:37;Pickup;Jayapura;Branch;Melania Syaiban;Latifa Laila
Door Hinge;Belleza;Lock Accessory;Pair;18;30000;540000;IDR;20/06/2022 14:04;Pickup;Denpasar;Branch;Syifa Syaiban;Ibrahim Iman
Rebar 8mm;Master Steel;Steel;Meter;17;20000;340000;IDR;19/05/2022 8:10;Pickup;Surabaya;Branch;Syifa Wijaya;Agus Cahyadi
Tiga Roda 40 kg;Tiga Roda;Cement;Sack;8;64000;512000;IDR;10/06/2021 16:11;Delivery;Surabaya;Branch;Hendra Pahlevi;Burhan Bakhtiar
Water Tank;Penguin;Plumbing;Piece;42;1500000;63000000;IDR;16/03/2023 13:44;Delivery;Bandung;Branch;Wawan Wijaya;Anwar Arif Akhtar
Pliers;Tekiro;Tool;Piece;1;35000;35000;IDR;28/12/2022 17:22;Delivery;Denpasar;Branch;Asep Ubaid;Permata Qaila
Squat Toilet;INA;Sanitary;Piece;42;300000;12600000;IDR;31/08/2021 16:54;Pickup;Jakarta;Branch;Asep Jayawardana;Muhammad Fikru
PVC Door;Maspion;Door;Piece;7;350000;2450000;IDR;16/02/2023 11:38;Delivery;Jakarta;Branch;Erna Thalib;Erinna Elsa Elizha
Ceiling Cornice / Profile List;Aplus;Ceiling;Meter;29;15000;435000;IDR;07/06/2021 10:00;Delivery;Denpasar;Branch;Budi Tanuwijaya;Ilyas Jabar
Water Faucet;Wasser;Sanitary;Piece;33;75000;2475000;IDR;12/02/2024 12:16;Pickup;Surabaya;Branch;Tono Pahlevi;Agus Cahyadi
Hand Saw;Tekiro;Tool;Piece;4;60000;240000;IDR;14/06/2022 14:12;Pickup;Jakarta;Branch;Aleena Ubaid;Erinna Elsa Elizha
Spirit Level;Krisbow;Tool;Piece;8;65000;520000;IDR;05/04/2023 13:37;Delivery;Tasikmalaya;Head Office;Saiful Pahlevi;Naura Aliya Lestari
Metal Roof Tile;Multi Roof;Roof Covering;Piece;22;5000;110000;IDR;01/12/2021 13:33;Pickup;Surabaya;Branch;Ferry Tanuwijaya;Agus Cahyadi
Concrete Roof Tile;Monier;Roof Covering;Piece;41;3500;143500;IDR;17/02/2023 10:51;Delivery;Jakarta;Branch;Saiful Thalib;Fiona Gianna
Door Hinge;Belleza;Lock Accessory;Pair;5;30000;150000;IDR;10/07/2023 15:48;Delivery;Bandung;Branch;Aleena Pahlevi;Harum Hafsa
Timber Roof Frame;Unbranded;Roof Frame;Meter;8;30000;240000;IDR;03/01/2023 16:42;Pickup;Tasikmalaya;Head Office;Nina Malaka;Al Harits
Lamp Bulb;Philips;Electrical;Piece;44;15000;660000;IDR;12/07/2023 16:40;Pickup;Denpasar;Branch;Ferry Malaka;Ibrahim Iman
Ceiling Cornice / Profile List;Aplus;Ceiling;Meter;13;15000;195000;IDR;18/04/2022 15:55;Pickup;Tasikmalaya;Head Office;Hendra Ubaid;Naura Aliya Lestari
Holcim 50 kg;Holcim;Cement;Sack;11;68000;748000;IDR;22/10/2024 11:07;Pickup;Jayapura;Branch;Ayu Jayawardana;Fauzi Ghaffar
Granite Tile;Indogress;Tile;Box;34;150000;5100000;IDR;08/02/2024 9:16;Pickup;Jayapura;Branch;Ayu Malaka;Latifa Laila
Tiga Roda 50 kg;Tiga Roda;Cement;Sack;1;76000;76000;IDR;20/06/2022 17:13;Delivery;Bandung;Branch;Maya Pahlevi;Harum Hafsa
Holcim 50 kg;Holcim;Cement;Sack;20;68000;1360000;IDR;05/04/2024 17:24;Pickup;Surabaya;Branch;Syifa Syaiban;Zahra Jasmine
Red Brick;Laksana;Brick;Piece;20;800;16000;IDR;14/01/2020 17:19;Pickup;Bandung;Branch;Kayla Kusuma;Asep Aziz
Skim Coat (Wall Putty);Drymix;Mortar;Sack;9;55000;495000;IDR;11/01/2020 15:24;Pickup;Medan;Branch;Tono Ubaid;Kezia Karen
Hammer;Lippro;Tool;Piece;19;50000;950000;IDR;21/05/2021 10:57;Delivery;Bandung;Branch;Tono Wijaya;Hera Harsha
Ceiling Cornice / Profile List;Aplus;Ceiling;Meter;21;15000;315000;IDR;07/09/2024 14:34;Delivery;Denpasar;Branch;Melania Kusuma;Ibrahim Iman
Red Brick;Laksana;Brick;Piece;35;800;28000;IDR;15/07/2023 8:40;Delivery;Bandung;Branch;Agus Syaiban;Harum Hafsa
Asbestos Sheet;Djabesmen;Roof Covering;Meter;31;60000;1860000;IDR;05/09/2022 15:59;Delivery;Bandung;Branch;Erna Jayawardana;Asep Aziz
Gresik 50 kg;Gresik;Cement;Sack;34;70000;2380000;IDR;17/01/2020 16:47;Delivery;Tasikmalaya;Head Office;Agung Wijaya;Atyla Azfa
Clay Roof Tile;Kanmuri;Roof Covering;Piece;43;2000;86000;IDR;09/01/2020 10:53;Delivery;Tasikmalaya;Head Office;Erna Shihab;Ayu Putri Avicenna
Granite Tile;Indogress;Tile;Box;24;150000;3600000;IDR;22/04/2022 14:26;Delivery;Bandung;Branch;Ayu Ubaid;Harum Hafsa
Crushed Stone / Gravel;Unbranded;Stone;Cubic Meter;13;350000;4550000;IDR;19/03/2022 13:14;Pickup;Tasikmalaya;Head Office;Agung Malaka;Naura Aliya Lestari
Wall Putty (Filler);Matex;Paint Accessory;Kg;30;20000;600000;IDR;08/12/2020 16:21;Pickup;Bandung;Branch;Saiful Jayawardana;Anwar Arif Akhtar
Gresik 50 kg;Gresik;Cement;Sack;19;70000;1330000;IDR;06/05/2021 10:10;Pickup;Jakarta;Branch;Azahra Thalib;Erinna Elsa Elizha
Holcim 40 kg;Holcim;Cement;Sack;27;56000;1512000;IDR;28/01/2022 17:10;Pickup;Medan;Branch;Agus Thalib;Kezia Karen
Crushed Stone / Gravel;Unbranded;Stone;Cubic Meter;4;350000;1400000;IDR;03/12/2020 16:47;Pickup;Tasikmalaya;Head Office;Ferry Pahlevi;Al Harits
Rebar 8mm;Master Steel;Steel;Meter;46;20000;920000;IDR;24/11/2021 15:47;Pickup;Bandung;Branch;Agus Kusuma;Anwar Arif Akhtar
Holcim 50 kg;Holcim;Cement;Sack;31;68000;2108000;IDR;22/12/2023 10:45;Delivery;Jakarta;Branch;Azahra Shihab;Erinna Elsa Elizha
Shower;American Standard;Sanitary;Set;49;200000;9800000;IDR;21/01/2021 14:42;Delivery;Bandung;Branch;Azahra Kusuma;Anwar Arif Akhtar
Door Frame (Wood);Unbranded;Door Frame;Piece;8;250000;2000000;IDR;20/06/2023 10:07;Pickup;Medan;Branch;Syifa Ubaid;Kayla Kiki Lena
PVC Pipe;Wavin;Plumbing;Meter;7;15000;105000;IDR;25/08/2023 10:54;Pickup;Surabaya;Branch;Melania Thalib;Burhan Bakhtiar
Screwdriver Set;Tekiro;Tool;Set;21;40000;840000;IDR;13/01/2023 10:18;Pickup;Surabaya;Branch;Maya Shihab;Isabell Inaya
Timber Beam (Kaso);Unbranded;Wood;Piece;45;25000;1125000;IDR;07/09/2022 13:45;Delivery;Jakarta;Branch;Budi Shihab;Erinna Elsa Elizha
Metal Roof Tile;Multi Roof;Roof Covering;Piece;23;5000;115000;IDR;15/12/2020 9:57;Pickup;Tasikmalaya;Head Office;Agung Syaiban;Atyla Azfa
Spirit Level;Krisbow;Tool;Piece;41;65000;2665000;IDR;03/06/2022 10:29;Pickup;Denpasar;Branch;Maya Shihab;Nina Octavia
Hand Saw;Tekiro;Tool;Piece;2;60000;120000;IDR;10/03/2023 14:47;Delivery;Jayapura;Branch;Aleena Pahlevi;Faiz Fadlurrahman
Granite Tile;Indogress;Tile;Box;20;150000;3000000;IDR;25/02/2020 11:46;Delivery;Jakarta;Branch;Agung Tanuwijaya;Erinna Elsa Elizha
Lamp Bulb;Philips;Electrical;Piece;35;15000;525000;IDR;13/10/2023 14:11;Delivery;Medan;Branch;Ananda Kusuma;Kayla Kiki Lena
Formwork Board (Shuttering);Unbranded;Wood;Piece;41;30000;1230000;IDR;04/02/2020 16:39;Pickup;Bandung;Branch;Agung Jayawardana;Harum Hafsa
Steel Door;WINA;Door;Piece;49;700000;34300000;IDR;15/08/2022 13:48;Delivery;Medan;Branch;Tono Wijaya;Ehsan Aziz
Screwdriver Set;Tekiro;Tool;Set;11;40000;440000;IDR;18/06/2024 17:45;Pickup;Tasikmalaya;Head Office;Azahra Syaiban;Al Harits
Trowel;Lippro;Tool;Piece;5;25000;125000;IDR;18/10/2022 16:47;Delivery;Surabaya;Branch;Melania Kusuma;Burhan Bakhtiar
Roof Batten (Reng);Unbranded;Wood;Piece;49;15000;735000;IDR;14/11/2024 15:29;Delivery;Bandung;Branch;Wawan Ubaid;Harum Hafsa
Metal Roof Tile;Multi Roof;Roof Covering;Piece;37;5000;185000;IDR;15/09/2023 12:03;Pickup;Denpasar;Branch;Syifa Pahlevi;Ibrahim Iman
Spirit Level;Krisbow;Tool;Piece;25;65000;1625000;IDR;04/05/2021 10:07;Pickup;Tasikmalaya;Head Office;Maya Malaka;Naura Aliya Lestari
Timber Roof Frame;Unbranded;Roof Frame;Meter;41;30000;1230000;IDR;29/11/2024 16:35;Pickup;Denpasar;Branch;Tono Syaiban;Nina Octavia
Tiga Roda 50 kg;Tiga Roda;Cement;Sack;22;76000;1672000;IDR;29/07/2022 13:00;Pickup;Surabaya;Branch;Hendra Malaka;Zahra Jasmine
Lamp Bulb;Philips;Electrical;Piece;18;15000;270000;IDR;05/05/2020 13:14;Pickup;Medan;Branch;Syifa Shihab;Kayla Kiki Lena
Timber Roof Frame;Unbranded;Roof Frame;Meter;42;30000;1260000;IDR;19/05/2020 14:52;Pickup;Jakarta;Branch;Ananda Thalib;Muhammad Fikru
Tile Adhesive Mortar;AM;Mortar;Sack;32;60000;1920000;IDR;14/04/2022 10:32;Delivery;Tasikmalaya;Head Office;Saiful Syaiban;Al Harits
Measuring Tape;Stanley;Tool;Piece;43;30000;1290000;IDR;03/11/2021 9:24;Delivery;Jakarta;Branch;Azahra Syaiban;Erinna Elsa Elizha
Door Handle;Belleza;Lock Accessory;Piece;50;50000;2500000;IDR;03/06/2021 10:17;Delivery;Bandung;Branch;Nina Thalib;Asep Aziz
Paint Brush;Eterna;Paint Accessory;Piece;5;15000;75000;IDR;16/06/2020 13:48;Delivery;Bandung;Branch;Maya Pahlevi;Anwar Arif Akhtar
Wheelbarrow;Artco;Tool;Piece;48;450000;21600000;IDR;06/12/2023 16:14;Delivery;Denpasar;Branch;Tono Wijaya;Permata Qaila
Water Faucet;Wasser;Sanitary;Piece;41;75000;3075000;IDR;06/06/2020 10:25;Delivery;Medan;Branch;Asep Shihab;Chairil Dhaifullah
Skim Coat (Wall Putty);Drymix;Mortar;Sack;23;55000;1265000;IDR;28/08/2020 16:43;Delivery;Bandung;Branch;Tono Pahlevi;Asep Aziz
Tiga Roda 40 kg;Tiga Roda;Cement;Sack;25;64000;1600000;IDR;30/08/2023 10:57;Delivery;Bandung;Branch;Ananda Shihab;Hera Harsha
Metal Roof Tile;Multi Roof;Roof Covering;Piece;24;5000;120000;IDR;08/04/2024 17:55;Delivery;Surabaya;Branch;Nina Kusuma;Burhan Bakhtiar
PVC Pipe;Wavin;Plumbing;Meter;10;15000;150000;IDR;25/01/2021 15:58;Pickup;Jayapura;Branch;Azahra Shihab;Latifa Laila
Tiga Roda 50 kg;Tiga Roda;Cement;Sack;24;76000;1824000;IDR;04/08/2023 14:01;Delivery;Bandung;Branch;Erna Tanuwijaya;Asep Aziz
Wheelbarrow;Artco;Tool;Piece;3;450000;1350000;IDR;27/10/2023 9:12;Pickup;Surabaya;Branch;Kayla Wijaya;Isabell Inaya
Holcim 50 kg;Holcim;Cement;Sack;33;68000;2244000;IDR;27/10/2020 16:47;Delivery;Jayapura;Branch;Asep Syaiban;Marshanda Maharani
Crushed Stone / Gravel;Unbranded;Stone;Cubic Meter;17;350000;5950000;IDR;08/08/2024 10:00;Pickup;Surabaya;Branch;Erna Malaka;Isabell Inaya
Screwdriver Set;Tekiro;Tool;Set;11;40000;440000;IDR;09/12/2023 10:40;Delivery;Jayapura;Branch;Saiful Thalib;Marshanda Maharani
Shovel;Camel;Tool;Piece;4;75000;300000;IDR;12/11/2022 16:10;Pickup;Tasikmalaya;Head Office;Erna Jayawardana;Naura Aliya Lestari
Sitting Toilet;TOTO;Sanitary;Piece;29;1200000;34800000;IDR;06/04/2020 14:39;Delivery;Medan;Branch;Saiful Syaiban;Chairil Dhaifullah
